id,transliteration,translation
47073,pa-nu-ia a-na li-ib-bi é-gal-há,I intend to go to Ekallåtum
47074,X_0 ni-qé-tim ù i-si-na-tim e-pé-ßi-im ßa-ak-nu,Y_0 perform sacrifices and celebrations
47075,X_0 ZA.GÍN,Y_0 of lapis lazuli
47076,ßumma ina É NA MASKIM GIM UZ IGI,if in a man's house a råbisu-demon (looking) like a goat is seen
47077,u PN a-šu-ú qá-ta-ti-ßu-ma,"Also, though his own brother <gap> guaranteed him"
47078,an[a Ωabåt/leqê] eqlim yâm u ßâm ßepassº,in order to take the field<gap>my and his sealings
47080,lú ha-bu-ra-tim,messenger of Haburâtum
47081,zi-ga a-na dumu-mes ßi-ip-ri,expenditures for messengers
47082,eh-li-ip-a-dal lú ha-bu-ra-tim,"Ehlip-adal, messenger of Haburâtum"
47083,5 su ta-gu-uz-za lú ha-aß-ßi-im,"5 shekels of silver, messenger of Haßßum"
47084,dumu ßá µla-ba-ßi,son of Lâbâßi
47085,ina ⁄u-ud ßà-bi-ßú,of his own volition
47086,émeß ép-√ßúmeß níg.ga∫ ∂60,"sold the built houses, property of Anu"
47087,ßá qé-reb unug‹,which is in Uruk
47089,dumu i-na-pa-le-[ßu],son of Ina-palêßu
47090,dub.sar é.sag.íl,scribe of the Esagila
47091,dingir-ßu-ib-ni ìr.zu,Ilßu-ibni (is) your servant
47092,dub.sar sag.íl,scribe of the Esagila
47101,mi-gir ∂KA.DI X_0 na-ra-[am] / ∂[Ißtar] / gì[r.nita] / [bàd.an‹] X_1 [ìr-zu],"the favorite Y_0 Ißtaran, the beloved of Ißtar, the ßakkanakku Y_1 Dîr, is your servant"
47102,a-ab-ba / gìr.nita / [b]àd.an‹,"A'abba/Tâmtu, ßakkanakku of Dîr"
47103,ì-lí-[ba-ni] / dumu a-w[i-il-∂UTU] / dub.[sar] X_0 ìr-zu,"Ili-bani, son of Awil-ﬁamaß, the scribe, Y_0 your servant"
47104,ruk-sa pi-ti,bundle of reeds
47108,ur-sag ∂En-líl-lá,hero of Enlil
47109,ki ∂Pa-bìl-sag-ka di-bi si bí-sá,at the place of Pabilsag
47111,G∏ ‡D.IDIGNA la-bi-ri,on the bank of the Old Tigris
47112,‡D.IDIGNA la-bi-ri,Old Tigris
47113,ki erinÏ kúr (12) la i-ta-mu-ú gi-iß-ra ßá ká-gal la be-ma (13) Ωa-ab birÌ-ti ßá ∂amar-utu √ù∫ sà-am-su-di-ta-na (14) dumu µam-mi-Ωa-du-qá lugal ká-dingir-ra‹ (15) la ú-ße-Ωi-ma erinÏ kúr ana ßà uru √la∫ ú-ße-ri-ba,"the inhabitants speak with the enemy, they open the barricade of the great gate, they bring out the garrison of Marduk and Samsu-ditana, son of Ammi-Ωaduqa, king of Babylon, and let the enemy enter the city"
47114,a-bi-ßu lugal ká-dingir-ra‹ dumu sa-am-su-i-lu-na,"his father, king of Babylon, son of Samsu-iluna"
47118,ßá pa-na-at K‰.GAL tam-tì,opposite the Tâmtu city gate
47122,ﬁE.NUMUN ßá pa-ni K‰.GAL tam-tì,"Arable land, which is opposite the Tâmtu city gate"
47125,a-na ∂nin na-ga-ar be-el-ti-ßu,"to Nagar, his lady"
47126,râb ßâdadi,long suffering
47127,lú-GAL ku-mar ša É LUGAL-ú-tú,Chief of kumarº of the royal domain
47128,lú-GAL ku-mar-ri X_0 Émeš DINGIR,Chief of Y_0 of the temples
47129,munus ßu-ud-bu-bu,woman talk
47130,munus su-un-nu-qa,woman su-un-nu-qa
47131,munus ßá e-dul-la TU-ma,woman ßá e-dul-la TU-ma
47132,mím-ma ma-la ta-ßal-lu-ßú,mím-ma ma-la ta-ßal-lu-ßú
47135,ka.inim.ma nam.tar lú ßu-ud-bu-bi,incantation to make the man's fate be told
47136,munus ßu-ud-bu-bu,to get a woman to have intercourse
47137,munus su-un-nu-qa,to make an approach to a woman
47139,X_0 ta-re-e,Y_0 bring back
47141,a-na li-ib-bi ma-a-tim,into the country
47143,e-li su-ú-mi-[im],against the Sûmûm
47146,IGI dA-nu-ni-tu' ßá Sip-par‹,Before Anu
47147,rab ßåqê,chief cupbearer
47148,"i-nu-ma ßi-i[p-tu it-ti da]-di-ha-du-<un>, lugal ra-ab-bi-[i a-na ia-am-ha-ad‹ i-tu-r]u","when Šibtu (returned) with Dadi-hadun, king of the Rabbeans, to Aleppo"
47149,"i-nu-ma ßi-i[p-tu X_0 µda]-di-ha-du-<un>, lugal ra-ab-bi-[i in-na-ad-n]u","when Šibtu Y_0 given to Dadi-hadun, king of the Rabbeans"
47150,mu zi-im-ri-li-im ßa ra-ma-a iß-ku-nu,year (when) Zimri-Lim (established) the monument
47151,bi-it-bi-ti-iß lu-ter-ru-ba,I will go from house to house
47152,lu-né∫-e' bu-bu-ti,ward off hunger
47154,É.MEﬁ i-te-ner-ru-bu,houses I will enter
47155,su-qa ana su-qa ul-ta-nar-ru,street after street I will go
47156,na-sa-hu X_0 ßá-ka-nu,to Y_0 off and to place
47157,i-na-as-sa-ah i-ßak-kan lìb-bi-ßú ul i-na-hu,he will carry off (and) he will place his heart will not rest
47158,i-ßá-tu' i-ta-kal GIM tu-ú-ru it-taß-pak,it eats it (and) like dung it scatters
47159,a-lu' ßá na-ak-ru ú-ßá-an-√nu∫-[ú],the city of the enemy he will drive away
47160,bºtu¿ i-ßá-tu' i-ta-kal ki-ma tu-um-r[i ittaßpak¿],"house is eaten, devoured like burned"
47161,ki-ma ∂a-nu-um ina e-ze-zi-ßú DINGIR.MEﬁ ul iz-za-az-zu,like Anu in his rage the gods do not stand
47162,ina L∏.Uﬁ.KU-ú-tu i[q-ta-bi ],in humility [he said]
47163,ßá X_0 ka-a-ta a-na É.GAL [ i]-ru-ub,who Y_0 not entered the palace
47164,ßá ina L∏.Uﬁ.KU-ú-tu ana ∂pap-[sukkal ] E-u,who in humility to Papsukkal [his house]
47166,ús-sa-DU an-ta,upper side
47167,ús-sa-DU ki-ta,lower side
47168,kaßkal ßa X_0 hu-mu-Ωi,the road Y_0 [leads] to the humûsum
47169,ana šēpē (GÌR.MEŠ) bēlīya (EN.MEŠ-ia),At the feet of my masters
47170,ištū rūqiš 2-šu 7-šu,"from afar, 2 times, 7 times,"
47171,10-šu 12-šu amqut attagarrir,"10 times, 12 times, I fall (and) grovel"
47172,LÚ a-ab-bu-ut ŠEŠ.MEŠ la šu-a-tú i-peš,a man <gap> brothers <gap> does
47173,ištu qâtam ba-i-ta ippešu warkânum mîtum ûl iballuṭ,"Even if <gap> they take the initiative (after having procrastined for so long), the dead will not live at last"
47174,qâtam ba-i-tam taškun-ma dug geštin û ì tašâm,[context indicates something finished or definitive]
47175,ištu qâtu ba-i-tu ina libbi nasîhî ibašši pûhat mîtî ina Mari lîšib,[context indicates something finished or definitive]
47176,"ištu erin2 tillati-ia attâ-ma tudammiqam, û ina dummuqim qât-kâ-ma ba-'ì-a-at",[context indicates something finished or definitive]
47177,sagbam adi ba-'ì-tim aštakan (<gap>) sagbum annûm ša adi ba-'ì-tim šaknu qerub,[context indicates something finished or definitive]
47178,ištiat epēšum,to cooperate
47180,Št abālu,to calculate
47181,Št bêlu,to be master
47182,ṭar(i)dūtam illak,exile occurs
47185,X_0 an-šár man dingir-meš,"Y_0 the god Aššur, king of the gods"
47186,en gal-i en-šú,"great lord, his lord"
47188,man šú man kur aš-šurki,"his king, king of the land Assyria"
47189,e-piš ṣa-lam an-šár,who made the image of Aššur
47190,X_0 dingir-meš gal-meš,Y_0 the great gods
47191,X_0 ti-šú,Y_0 his life
47192,gišig maš-tab-ba,twin doors
47194,aban šadî,stone of the mountains
47196,šu-ri-nu-um ša ᵈutu,emblem of Šamaš
47198,dumu.meš ki-ki-ni-im,children of Kikinum
47199,il-qú-ú ša-lu-uš-tám,receive a two-third share
47200,ma-nu-um il-qé-e,Manum a third
47202,dumu ᵈutu-igi-ma-tim,son of Šamaš-īgimatum
47204,dumu a-pa-ṭà-bi,son of Apatābi
47206,dumu za-za-ni-im,son of Zazānim
47209,dumu i-pí-iq-nu-nu,son of Ipīqnunu
47211,dumu ᵈutu-e-mu-qí,son of Šamaš-emuqī
47213,dumu ᵈEN.ZU-ma-e-er,son of Sîn-maer
47215,dumu gi-mil-li-im,son of Gimillim
47217,dumu ᵈEN.ZU-re-me-ni,son of Sîn-remeni
47224,ṣíl-lí-ia dub.sar,"Ṣillīa, scribe"
47231,našpar mūtim,snare of death
47232,qarnī īšu qaqqadam ul īšu,it has 'horns' but no head
47239,DIŠŠ [NA KA]-šú bu-'-šá-nu DIB-ma na-hi-ra-šú KÚ.MEŠ-šú GIG.MEŠ DIRI.MEŠ<gap>šum4-ma ina na-hi-ri-šú in-ni-iṣ-ṣ[in<gap>],If bu'šānu has seized [a person]'s [nose] so that his nostrils hurt him and are full of sores<gap>if (something) smells in his nostrils [<gap>]
47242,LUGAL KÁ.DINGIR.RAki,King of Babylon
47243,za-ni-in É.SAG.ÍL ù É.ZI.DA,administrator of Esagil and Ezida
47244,IBILA a-ša-re-du,heir prince
47245,É.SAG.ÍL ù É.ZI.DA IBILA SAG.KAL,"temples of Esagila and Ezida, Crown Prince"
47246,ša dAG-A-ÙRU LUGAL KÁ.DINGIR.RAki,"of Nebuchadnezzar II, King of Babylon"
47248,el-qé-šu-ma aš-ta-ka-an-šu,I took it up [die Axt] and put it
47249,a-šar [ši]-it-ku-nu né-pe-ši-tim ù at-t[a-m]a ki-[ma] a-wi-lim-ma ta-aš-[ta-ka]-a[n?] ra-ma-an-ka,"Where [men] are engaged in labours of skill, / you, too, [like a] true man, / will [make a place for] yourself."
47250,a-ka-lam iš-ku-nu ma-har-šu,They put bread before him
47252,ša-ki-iš-šum me-eh-rum,(for Gilgameš <gap>) a rival was appointed.
47253,qá-ti lu-uš-ku-un-ma lu-uk-sú-ma gišerēnam šu-ma ša da-ru-ú a-na-ku lu-uš-ta-ak-na,Let me start work and down the cedar! / [A name that] is eternal I will establish for ever!
47254,dGIŠ ù den-ki-du10 10 bilā ša-ak-nu,Gilgameš and Enkidu had a load of ten talents each.
47255,ṣi-il-[l]am šu-ku-u[n e-li?-ia],Place (your) protection [over me!]'
47256,lu-uš-ku-u]n-ka i-[n]a kussî,on thrones [I will set] you!'
47257,iš-ku-un p]a-tar-[š]u X_0 ši-ip-pi-šu iš-ša-a]k-nu i-ip-pu-šu a-la-kam,"[He placed] Y_0 dagger in his belt, / [(so)] equipped they started the journey."
47258,ta-aš-ták-nu e-pu-uš a-la-kam,"'Where you are minded begin the journey,"
47259,ša-ki-in ki-ib-su šu-te-ši-ir pa-da-nu-ma X_1 ni-iš-ku-un ka-ka X_0 ba-a-ba hu-bi-bi,"there is a track, Y_1 way is Y_0 trodden, <gap> track. / We have come to a place where one should not go! Your arm <gap> / Let us set a weapon in the gate of Ḫuwawa! <gap> '"
47260,iš-ta-ka-an pānam X_0 me-e-lam-mi,"he turned Y_0 gaze to the radiant auras,"
47261,ta-[aš-t]a-ka-an gi-mi-lam a-na ṣé-ri-šu,"[Why, my friend, have] you had mercy on him?'"
47262,mu-tam iš-ku-nu a-na a-wi-lu-tim,for mankind they established death
47263,u4-mi-ša-am šu-ku-un hi-du-tam,Every day make merry
47264,li-iš-ša-ki-in ṣa-al-tum,may there be fights
47265,a-a iš-š]a-kin q[í-ri-tum],may no banquet take place
47266,X_0 qa-[ti-š]a iš-ku-un,Y_0 placed in her hands
47267,pa-nu-šu ša-ak-nu,was the set of his face
47268,qātī lu-uš]-kun la-ak !?-si-[ma erēna],"Let me start work, I will chop down the cedar"
47269,iṣ-bat ur-ha ina libbi urukki iš-ta-[kan pa-ni-šu],"He took the road, he [set his face] toward Uruk"
47270,pa-ni-šú iš-ta-kan ana ṣēr bu-li-šú,he turned his face toward his herd
47271,u4-m[i-šam-m]a UD <gap>[(<gap>) <gap> š]á-kin i-sin-nu,"Every day [ . . . ] a festival is held,"
47277,a-ki-tum liš-šá-kin-ma ni-gu-tum lib-ši,"Let the akītu take place and the merriment begin,"
47278,[<gap> ] iš-šak-nam-ma a-ga-šá ap-rat,"[ . . . ] was put in place and she was wearing her crown,"
47281,am-me-ni taš-kun ⸢ana ma⸣-[ri-ia dGI]Š-gím-maš lìb-bi la ṣa-li-la te-mid-su,'Why did you asign (and) inflict a restless spirit on [my] son Gilgameš?
47286,[mê(a)meš? . . . iš-ku-nu i-na . . . -pa],[they put fresh water in . . . ]
47287,e-nin-na-a-ma den-ki-dù itti{ki}-ka šá-kin [ru-um-mu-'-a] / u [<gap> ],"Now, Enkidu, [my release] rests with you, and [ . . . ]"
47289,ù ṣer-ret X_0 X_0 qātī(šu)min-š á iš-ku[n],[and] he Y_0 Y_0 her hands the nose-rope of the Bull of Heaven.
47291,[iš-ku]n šēp(gìr)min-šú i[na ar-kà]t? siq-qí-šú,"[He set] his foot on [the back of] its hock,"
47293,ina muhhi(ugu) i-mit-ti alê(gu4.an.na) bi-ki-ta iš-kun,she instituted mourning over the Bull of Heaven's haunch.
47294,dGIŠ-gím-maš ina ekalli(é.gal)-šú iš-t[a]-kan hi-du-tu,Gilgameš made merry in his palace.
47295,šu-mi li-na-ak-ki-ir-ma šum-šú liš-kun,May he remove my name and set up his own!'
47296,[. . . . . . a-a iš-š]á-kin qí-re-e-tum,[may no] banquet [take] place!
47297,[ina giš]paššūr(banšur)? da-nim u den-líl iš-tak-ka-nu šu-mé-e ši-i-ri,"who used to serve roasted meat [at the] tables of Anu and Enlil,"
47298,e-pa-a iš-tak-ka-nu ka-ṣu-ti it-taq-qu-u mê(a)meš na-da-a-ti,"who used to serve baked (bread), to pour chilled water from skins."
47299,[<gap> (<gap>) <gap>] <gap> [ . . . . . . iš-t]a-kan ana ib-ri-šú,[ . . . . . . . . . he ] provided for his friend.
47300,ú-šaq-qí zu-qat-su-ma iš-ta-k[an-ši? pānīšu?],he lifted his chin and turned [towards her.]
47302,[u pa-a]n lab-bi šak-na-ta-ma ta-[rap-pu-ud ṣēra],[and] you [roam the wild got up like a lion?]'
47303,ku-pur-ma šu-kun tu-la-a,"Trim and furnish each with a boss,"
47304,ik-pur-ma iš-ta-kan tu-la-a,"He trimmed and furnished (each) with a boss,"
47305,u pa-an la-be ša-ak-na-t[a-ma ta-rap-pu-ud ṣēra(edin)],and [you roam the wild] got up like a lion?'
47307,ul-tu pa-an šá-kin <gap> [ . . . . . . ],from olden times it is established [ . . . . . . ]
47308,iš-tak-nu mu-ta u ba-la-ṭa,"death and life they did establish,"
47311,a-dan-na dšamaš(utu) iš-ku-nam-ma,Šamaš had set me a deadline
47318,X_0 X_0 [pānīya] lu-uš-kun šu-ú mu-tùm-ma,"Y_0 Y_0 I might turn [my face], there too will be Death.'"
47321,ul áš-kun dum-qa ana ram-ni-i[a] / [ana] nēši(ur.mah) šá qaq-qa-ri dum-qa e-te-pu-uš,"Not for myself did I establish a bounty, / [for] the ""Lion of the Earth"" I have done a favour."
47334,BE ZÉ ana 15 dar-sa-at,If the gall-bladder is torn out at the right.
47335,išdum (SUHUŠ) X_0 šumēlim (GÙB) na!-ah!-sa-at,the base Y_0 the gall-bladder) was loose at the left.
47337,e-ku-zi hu-up-pa-ri ši-pa-an-ti,he takes the cup (and) pours
47342,pí-ra-an a-ap-pa-a[n-zi],"they turn around, turn back"
47350,aššum nu-ùh-hi-im,for of not appeasing
47351,anāku ú-NU-ih-šu,I appeased him
47352,li-né-e-ùh-hu X_0 X_0 nu-ùh-hi-šu ṣabtāku,may Y_0 Y_0 appeased I have not appeased I have captured
47353,la e-le-hu-ú,not ascended
47354,ina māk kaspim / ul ašâm,for much silver did not buy
47355,iš-tu an-ni-a-am aš-ta-mu-ú / X_0 ú-lu-um i-na qá-ti-ia ú-ul ú-ṣí-am,after I had heard Y_0 this one and that one had not got out of reach
47356,be-el hu-bu-ul-li-šu-nu X_0 ṣa-ab-tu-šu-nu-ti-i,their creditors Y_0 them in their grip
47357,ina pa-ni-ka li-qí-šu-ma,take him along personally
47358,ina gerrim wašbāku,being away on a business trip or campaign
47359,a-ja-a-am-ma ishur,has absconded somewhere
47360,qá-ta-tim X_0 awīlam taklam / liršiakkum,a Y_0 man as guarantor
47361,gi-qú-up-pí ša-ah-hu-tim / ša 0.1?.1 TA.ÀM qa-at-nu-tim X_0 na-á-š-pa-ak 3.0.0 ŠE.GIŠ.Ì,"canvassed baskets, thin ones, holding 70? litres Y_0 with a total storage capacity of 3 gur of sesame"
47362,šum-ma ṭa-ab-ku-ú X_0 X_0 li-ba-ka,if it Y_0 Y_0 and you like it
47363,inūma ṣābum / i-ZA-ar-ha-ka,When the work-force angers you
47364,ina ka-š-a-di-a,when I arrive
47366,X_0 gišda-ka ṣi-i-ri / mu-kin pùl-lu-uk-ku!? an-ne u ki-tì,"Y_0 your exalted writing board, which fixes the boundary of heaven and earth"
47367,X_0 gišle-u5-um ki-i-ni7 mu-ki-in pu-lu-uk ša-mé-e ù er-ṣe-tì,Y_0 the exalted writing board which fixes the boundary of heaven and earth
47368,X_0 gišle-é-um-ka ki-i-ni7 ša-mé-e ù er-ṣe-tì,Y_0 your exalted writing board [of] heaven and earth
47369,ša ú-na-hal-šu,reading proposed by editors
47370,"0,0.1 ŠE ŠÁM GAZIsar",0.1 (measure) barley price of mustard
47371,a-na dUTU.DINGIR,for Šamaš-ili
47372,ša šu-bu-ra-šu,whose anus
47373,a-na dUTU-ma-gir,for Šamaš-magir
47374,i-nu-ú-ma GÌR-šu,when his foot
47376,inūma šēpšu im-ra-ṣú,when his foot was sick
47377,X_0 LÚ.TÚG ša ka-al-bu,Y_0 a weaver whom a dog
47379,X_0 LÚ.KAŠ.ÍL,Y_0 a brewer
47382,IGI mPa-zu-[ri-dKUR DUB].SAR [ša URUA-zu][KI],"witness Pazūrī-Dagān, scribe from Azû"
47383,[É-tu]m an-nu X_0 dDa-gan [ù LÚ]MEŠah-hi [KI d]Da-gan ù LÚ.MEŠah-hi [be-lu?] É-ti,"This house Y_0 Dagān and the Brothers, belongs to Dagān and the Brothers, [lord] of the house"
47384,É-tum X_0 dDa-gan ù UR[U?]KI KI dDa-gan ù LÚ.MEŠAB.BA.HI.A X_1,"house Y_0 Dagān and the town, belongs to Dagān Y_1 the Brothers, lord"
47387,LÚGAL X_0 LÚAH.HI.A,chief Y_0 the Brothers
47389,šu-luh(-ha) dingir-ra,a kind of purification rite of the gods
47390,íd-[t]i (i.e. nārti) u KI-né-e dnisaba,íd [ ] u KI-né-e dnisaba
47391,dúr-na-de5 u dingir dù-a-bi,dúr-na-de5 dingir dù-a-bi
47392,šu!(SAG)-nigin!(MEŠ?)-e!(KUR) KA? éš-gàr,šu-nigin-e éš-gàr
47394,šu-nam-érim-ma u šu-nam-lú-u18-lu,šu-nam-érim-ma šu-nam-lú-u18-lu
47395,níg-zi-gál edin-na,níg-zi-gal edin-na
47396,dingir-min-na-bi kúr-min-na-bi gé[št]ug dagal-la,dingir-min-na-bi kúr-min-na-bi ge[št]ug dagal-la
47397,mdšùl-ma-nu-MAŠ MAN GAL-ú,"Shalmaneser (III), the great king,"
47398,MAN dan-nu MAN ŠÚ MAN KUR AŠ,"mighty king, king of the universe, king of Assyria,"
47399,A mAŠ.PAP.A MAN GAL-ú,"son of Ashurnasirpal (II), the great king,"
47400,A mTUKUL.MAŠ MAN ŠÚ MAN KUR [AŠ-ma],"(grand)son of Tukultī-Ninurta (II), king of the universe, king of Assyria:"
47401,ri-ṣip-tú šá U6.NIR,the revetment of the temple tower
47402,ši-in-ni GIŠAL,the tooth of the hoe
47403,pî pāšim,the mouth of the axe
47406,am-ma-ti ù ú-ṭú,cubits and uṭu
47407,i-na ma-ṣí-a-ti-/im,In vested tradition
47409,i-na pi-šu,has formulated
47415,ša ina kaspi u hurāṣi ṣabtu,set in silver and gold
47416,ša ina hurāṣi ṣabtu,set in gold
47417,aban ṭābti,stone of goodness
47419,DIŠ ina ITI.MN U4.n.KAM dNin-si4-an-na ina dUTU.E3 it-bal,"If in month MN on day n, Ninsianna in the east of the sun passes by"
47420,ina ITI.AB U4.18.KAM dNin-si4-an-na ina dUTU.ŠU2.A IGI.DU8,"in month Abu on day 18, Ninsianna in the west of the sun becomes visible"
47421,aš-šum a.šà an-ni-i dumu.me zu-ba-la ù lú.meš.šu.gi uru.šu-mi iš-tu ma-mi-ti dumu.meš ma-bi-ka-pí it-tu-ru dumu.meš zu-ba-la ṭup-pa an-na-a a-na pa-ni dingir-lì ša-ar-ri-hi in.sar-rù ka-pí-dkur ba-al-ma-lik ba-al-en zu-aš-tar-ti tu-ra-dkur ki-ri-dkur,"Regarding this field the sons of Zu-Ba'la [a]nd the elders of the city of Šumi have withdrawn from the oath of the sons of Abi-ka[pi]. The sons of Zu-ba'la have written this document before the god of the king. (They are) Kapi-Dagan, Ba'al-malik, Ba'al-bēlu, Zu-Aštarti, Tura-Dagan, Kiri-Dagan"
47422,X_0 māt,Y_0 the land of
47423,šakin māt,governor of the land of
47425,i-ru-um-ma ana é.mes.lam ir-ta-m[e] šu-bat-su,"(Erra) entered and took up residence in the Emeslam, his home"
47426,[a]-šib-ma ana é.mes.lam [ir-ta-mi] šu-bat-su,"[S]itting and [occupying] the Emeslam, his home"
47427,a-šib-ma ina mes.lam ra-me šu-bat-[su],"Sitting and occupying the (E)meslam, [his] home"
47428,a-na n[a]-me-e er-ru-ub-ma [(ana) me]s.lam ra-m[a-k]u šub-ta,"Although to the d[eserted] regions I enter, [(in) the (E)mes]lam, (my) home, I dwell"
47429,šar-ru mi-iš-lam-mi,Lord of Mešlam
47430,mu mi-iš-la-mi,Year of the Mešlam
47432,X_0 din-zi-meš šá lugal bé-lí-ia,"Y_0 the good health of the king, my lord"
47434,a-na ugu di-ri lugal bé-lí-a,"about an intercalary month, he was on the road to Nippur"
47435,X_0 šuII-šú ú-še-bi-la,"Y_0 the hands of whom the king, my lord, had sent a sealed document"
47436,X_0 kaskalII nibruki,Y_0 the road to Nippur
47439,túg gu-uz-gu-uz,guzguzu garment
47440,túg na-aṣ-ba-tu,naṣbatu garment
47450,1 dumu-šú 2-ú,its two-year-old offspring
47451,pap X_0 anšemeš,a Y_0 of three donkeys
47452,2 gu-uz-gu-za-nu,two guzguzu-garments
47453,šá 10 ma.na.a4,each of ten minas
47454,X_0 mu-šah-hi-in-nu zabar šá 3 bán,Y_0 bronze brazier of three sūtu
47455,3 túgkur.rameš,three túgKUR.ra-garments
47456,1+en pat-ri šá qab-la,one dagger for the belt
47457,1 az-ma-ru-ú an.bar,one iron lance
47458,ÉN.É.NU.RU ar-hi-mi i-da-[<gap>],Incantation: (O) cow [<gap>]
47459,sú-ú-pu! (MU)-ur dŠAKKAN ar-hi-m[i <gap>],"The sheepfold of Šakkan, (O) cow [<gap>]"
47460,i-na ⌈KUN⌉-ša ú-še-iš-še-r[a <gap>],With her tail she sweeps [<gap>]
47461,i-il-⌈la⌉-a-me-e il-la-k[a <gap>],The 'pure-of-rites' [his tears] are flowing.
47462,i-il-la-a-[me]-e il-l[a-ka <gap>],[(but) why are the tears] flowing of the 'pure-of-rites'?
47463,aš-šúm ú-ni-⌈i⌉-[qí<gap>],Because of (my) she-goat [<gap>]
47464,li-i-šìr ár-d[a-tum <gap>],May the young woman give birth normally [<gap>]
47465,TU6.EN2.É.NU.[RU <gap>],Incantation (for) [<gap>]
47467,X_0 URUKir-ir-dMAŠ,Y_0 the town Kīr-Ninurta
47468,te ṣa-al-ˀu-ni,is located
47469,e-t[e]-bir il-ta-kan,he [c]rossed and stayed
47473,lú.meš zag.lu zabar,men of the bronze lance
47478,1 gín 2-ta ma-hat u ra-bu-hu kù.babbar,1 shekel 2 subdivisions of the shekel and ra of silver
47479,me-e mu-ú-ti,water of death
47480,er-ṣe-et den-líl,the earth of Enlil
47481,a-ka-la ša mu-ti,food of death
47482,mu-ṣal-lu-ú šá dUTUši,the enemy of Šamaš
47483,ni-ip-še-šu šá a-le-e,the snort of the Bull of Heaven
47484,du-un-na-šu šá GU4.AN.NA,the might of the Bull of Heaven
47485,X_0 šu-ú-ti ka-ap-pa-ša,Y_0 wing of the South Wind
47486,ša ti-amat kar-as-sa,the belly of Tiamat
47488,i-na ni-ip-še-šu šá a-le-e,the snort of the Bull of Heaven
47489,URU rap-ši šá UNUGki su-pú-ri,the elders of the populous city of Uruk-the-Sheepfold
47490,ITI ma-al-ka-nim MÌN,Month II bis
47491,ITI la-hi-im MÌN,Month III bis
47492,ITI hi-bi-ir-tim taš-ni-tim,Month V bis
47493,ma-as-sú ú-ub-bi-bu,year name of Zimrī-Līm
47494,ITI a-ia-ri U4 26.KAM li-mu [Iq]a-a-⸢di⸣-ia,"month Ayari, day 26, eponym Iqadiya"
47495,ITI tam-hi-ri U4 13/23.KAM BA.ZAL li-mu MU 3.KAM,"month Tamhiri, day 13/23, eponym year 3"
